"Bundesland";"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
"Burgenland";2020-03-12;NA;NA;NA
"Burgenland";2020-03-13;NA;NA;NA
"Burgenland";2020-03-14;NA;NA;NA
"Burgenland";2020-03-15;NA;NA;NA
"Burgenland";2020-03-16;NA;NA;NA
"Burgenland";2020-03-17;NA;NA;NA
"Burgenland";2020-03-18;NA;NA;NA
"Burgenland";2020-03-19;2,38468736203634;1,55775695793303;3,38487400830442
"Burgenland";2020-03-20;2,24611155980672;1,51544203733684;3,11826450744401
"Burgenland";2020-03-21;2,9209710626224;2,15369347668283;3,80334994924746
"Burgenland";2020-03-22;2,84651718081095;2,172192487172;3,61060310810399
"Burgenland";2020-03-23;2,99540141375108;2,38582050585929;3,67328677888774
"Burgenland";2020-03-24;2,24631621107845;1,78917832328982;2,75467708650863
"Burgenland";2020-03-25;1,77599103034515;1,41659999995034;2,17539846942021
"Burgenland";2020-03-26;1,96861553968995;1,62095194554865;2,34955376209993
"Burgenland";2020-03-27;2,02625324716278;1,70003337691393;2,3806812708807
"Burgenland";2020-03-28;1,8720824056395;1,58356000642125;2,18439394139568
"Burgenland";2020-03-29;1,7796492454523;1,51996664757373;2,05950996008667
"Burgenland";2020-03-30;1,59331124607449;1,36535860070839;1,83860279444941
"Burgenland";2020-03-31;1,36591078306297;1,16829660371554;1,57873882236657
"Burgenland";2020-04-01;1,26440768248538;1,0835107756482;1,45906426259684
"Burgenland";2020-04-02;1,19507861931354;1,02549934901345;1,37744276530265
"Burgenland";2020-04-03;1,06186422131388;0,906471926041725;1,2293687004567
"Burgenland";2020-04-04;1,02686594252003;0,876595265212955;1,18884959485413
"Burgenland";2020-04-05;0,893988331715569;0,755314028907173;1,04417730820781
"Burgenland";2020-04-06;0,908324317528558;0,768334800735841;1,05985619546164
"Burgenland";2020-04-07;0,928694594048241;0,786023337877217;1,08308842599281
"Burgenland";2020-04-08;0,81393811612843;0,679548911901408;0,960272948335351
"Burgenland";2020-04-09;0,701125429535862;0,575146779404009;0,83939351389525
"Burgenland";2020-04-10;0,687981396015533;0,560372146250203;0,82848486520997
"Burgenland";2020-04-11;0,632532225175161;0,506632382439741;0,772193162125173
"Burgenland";2020-04-12;0,669204706326369;0,534536950874681;0,818773656945893
"Burgenland";2020-04-13;0,720836001897631;0,574967025623963;0,882946765179515
"Burgenland";2020-04-14;0,717555833069776;0,566283842138333;0,886464123903159
"Burgenland";2020-04-15;0,71467994490175;0,558170966340617;0,89023743788097
"Burgenland";2020-04-16;0,780737010877137;0,610878627264309;0,971115817612256
"Burgenland";2020-04-17;0,788961835698062;0,612659736482388;0,987219030062745
"Burgenland";2020-04-18;0,837894814532318;0,650658109231772;1,04844831355539
"Burgenland";2020-04-19;0,869302529543948;0,673697520139678;1,08945900594745
"Burgenland";2020-04-20;0,947651908953204;0,738741153585453;1,18218108263913
"Burgenland";2020-04-21;0,878786725461901;0,675283848754639;1,10868293860577
"Burgenland";2020-04-22;0,902175509526233;0,693256432617181;1,13819037777792
"Burgenland";2020-04-23;0,852607698385548;0,647420771406577;1,08560643980683
"Burgenland";2020-04-24;0,818017081146056;0,614519607688954;1,05017191829163
"Burgenland";2020-04-25;0,754805487528217;0,556533981269389;0,982820216679861
"Burgenland";2020-04-26;0,742725173146195;0,541748837843832;0,974916680631816
"Burgenland";2020-04-27;0,769754020787723;0,559304449895324;1,0132887595785
"Burgenland";2020-04-28;0,799905213489584;0,578895369266695;1,05609436795573
"Burgenland";2020-04-29;0,729791847038044;0,513840809591408;0,983033059604082
"Burgenland";2020-04-30;0,65010585519098;0,441715387545296;0,898128901698078
"Burgenland";2020-05-01;0,632007099228704;0,41996412761813;0,886696535302805
"Burgenland";2020-05-02;0,63995085545339;0,418037145534436;0,90835933116475
"Burgenland";2020-05-03;0,540913637202595;0,330404102144879;0,802468466215599
"Burgenland";2020-05-04;0,511571520613126;0,298009262757712;0,781891858298321
"Burgenland";2020-05-05;0,509983057975435;0,285433646192093;0,798620587359871
"Burgenland";2020-05-06;0,54393349982333;0,297373505899424;0,863704075301602
"Burgenland";2020-05-07;NA;NA;NA
"Burgenland";2020-05-08;NA;NA;NA
"Burgenland";2020-05-09;NA;NA;NA
"Burgenland";2020-05-10;NA;NA;NA
"Burgenland";2020-05-11;NA;NA;NA
"Burgenland";2020-05-12;NA;NA;NA
"Burgenland";2020-05-13;NA;NA;NA
"Burgenland";2020-05-14;NA;NA;NA
"Burgenland";2020-05-15;NA;NA;NA
"Burgenland";2020-05-16;NA;NA;NA
"Burgenland";2020-05-17;NA;NA;NA
"Burgenland";2020-05-18;NA;NA;NA
"Burgenland";2020-05-19;NA;NA;NA
"Burgenland";2020-05-20;NA;NA;NA
"Burgenland";2020-05-21;NA;NA;NA
"Burgenland";2020-05-22;NA;NA;NA
"Burgenland";2020-05-23;NA;NA;NA
"Burgenland";2020-05-24;NA;NA;NA
"Burgenland";2020-05-25;NA;NA;NA
"Burgenland";2020-05-26;NA;NA;NA
"Burgenland";2020-05-27;NA;NA;NA
"Burgenland";2020-05-28;NA;NA;NA
"Burgenland";2020-05-29;NA;NA;NA
"Burgenland";2020-05-30;NA;NA;NA
"Burgenland";2020-05-31;NA;NA;NA
"Burgenland";2020-06-01;NA;NA;NA
"Burgenland";2020-06-02;NA;NA;NA
"Burgenland";2020-06-03;NA;NA;NA
"Burgenland";2020-06-04;NA;NA;NA
"Burgenland";2020-06-05;NA;NA;NA
"Burgenland";2020-06-06;NA;NA;NA
"Burgenland";2020-06-07;NA;NA;NA
"Burgenland";2020-06-08;NA;NA;NA
"Burgenland";2020-06-09;NA;NA;NA
"Burgenland";2020-06-10;NA;NA;NA
"Burgenland";2020-06-11;NA;NA;NA
"Burgenland";2020-06-12;NA;NA;NA
"Burgenland";2020-06-13;NA;NA;NA
"Burgenland";2020-06-14;NA;NA;NA
"Burgenland";2020-06-15;NA;NA;NA
"Burgenland";2020-06-16;NA;NA;NA
"Burgenland";2020-06-17;NA;NA;NA
"Burgenland";2020-06-18;NA;NA;NA
"Burgenland";2020-06-19;NA;NA;NA
"Burgenland";2020-06-20;NA;NA;NA
"Burgenland";2020-06-21;NA;NA;NA
"Burgenland";2020-06-22;NA;NA;NA
"Burgenland";2020-06-23;NA;NA;NA
"Burgenland";2020-06-24;NA;NA;NA
"Burgenland";2020-06-25;NA;NA;NA
"Burgenland";2020-06-26;NA;NA;NA
"Burgenland";2020-06-27;NA;NA;NA
"Burgenland";2020-06-28;NA;NA;NA
"Burgenland";2020-06-29;NA;NA;NA
"Burgenland";2020-06-30;NA;NA;NA
"Burgenland";2020-07-01;NA;NA;NA
"Burgenland";2020-07-02;NA;NA;NA
"Burgenland";2020-07-03;1,86427731139791;1,08601023465841;2,84938311195525
"Burgenland";2020-07-04;1,67302002370435;0,974595816525266;2,55706325038714
"Burgenland";2020-07-05;1,48500172036926;0,865068226141244;2,26969389016049
"Burgenland";2020-07-06;1,33946075655587;0,780285251367569;2,04724738938932
"Burgenland";2020-07-07;1,16507130048649;0,665938914294406;1,80150743593266
"Burgenland";2020-07-08;1,24603713965938;0,73848057867026;1,88419137910506
"Burgenland";2020-07-09;1,39775578964983;0,865232864026998;2,05592424030264
"Burgenland";2020-07-10;1,26517798539768;0,772803581881634;1,87694553733641
"Burgenland";2020-07-11;1,14009848159572;0,686413762215884;1,70701306767409
"Burgenland";2020-07-12;1,09666327844164;0,660262932536786;1,64197968627942
"Burgenland";2020-07-13;1,18372662081566;0,732745435173566;1,74111405701001
"Burgenland";2020-07-14;1,32281807578066;0,847554501334539;1,90217341916023
"Burgenland";2020-07-15;1,11474980661834;0,690047700031751;1,63965777589337
"Burgenland";2020-07-16;0,923515327561149;0,547333712456312;1,39649097388685
"Burgenland";2020-07-17;1,0686440987782;0,661507540199886;1,57184203650115
"Burgenland";2020-07-18;1,12045193840128;0,702181264521659;1,6348784534575
"Burgenland";2020-07-19;1,26549967001609;0,818964661588932;1,80764466884548
"Burgenland";2020-07-20;1,43194332446843;0,958994917885251;1,99819276747978
"Burgenland";2020-07-21;1,26469605790797;0,833442671234396;1,7844404251813
"Burgenland";2020-07-22;1,10522195319721;0,715241374080565;1,57870335245723
"Burgenland";2020-07-23;1,10436096992789;0,72140525100356;1,56755254479258
"Burgenland";2020-07-24;1,11883999189942;0,737322604669951;1,57864278802088
"Burgenland";2020-07-25;1,21948170576769;0,822779185929044;1,69299984409496
"Burgenland";2020-07-26;1,26671076643814;0,866429226532725;1,74180748281409
"Burgenland";2020-07-27;1,06657114181483;0,708728777986163;1,49638340653977
"Burgenland";2020-07-28;1,14623973235358;0,778814286248259;1,58354370089313
"Burgenland";2020-07-29;1,26385833465741;0,880323637949257;1,71565490463902
"Burgenland";2020-07-30;1,3620073539804;0,968520373260823;1,82152659581315
"Burgenland";2020-07-31;1,29408948665328;0,920224130202734;1,73069433906673
"Burgenland";2020-08-01;1,09652442912739;0,763769441621251;1,48850346854646
"Burgenland";2020-08-02;0,961936730662352;0,657964011677878;1,32272389234739
"Burgenland";2020-08-03;1,00711832392014;0,697458716379809;1,37276949381381
"Burgenland";2020-08-04;1,00672293752547;0,697184899807565;1,37223055576851
"Burgenland";2020-08-05;0,980585039817882;0,674989621802594;1,34234520881968
"Burgenland";2020-08-06;0,92707132466516;0,629899986574193;1,28075996234906
"Burgenland";2020-08-07;0,878659385641788;0,58845198059459;1,22611754213066
"Burgenland";2020-08-08;0,836938134633974;0,551547504418672;1,18088945678154
"Burgenland";2020-08-09;0,865409112319113;0,570310058113833;1,22106097720981
"Burgenland";2020-08-10;0,832451767570344;0,53871889204735;1,18907735448117
"Burgenland";2020-08-11;0,763711977583835;0,478614230357192;1,11435057052136
"Burgenland";2020-08-12;0,65733167911117;0,389576412546586;0,993982156368543
"Burgenland";2020-08-13;0,742951090379675;0,447305089272754;1,11238392155892
"Burgenland";2020-08-14;0,801575989575116;0,48260110822714;1,20016008355997
"Burgenland";2020-08-15;0,85988639455647;0,517707781120488;1,28746536892902
"Burgenland";2020-08-16;0,863281280345184;0,511635198641661;1,30540823736107
"Burgenland";2020-08-17;0,956432901419074;0,575835085098304;1,43201967850242
"Burgenland";2020-08-18;1,09571654256344;0,678265809595704;1,61166222099579
"Burgenland";2020-08-19;1,42876783701255;0,941567007509551;2,01593977511202
"Burgenland";2020-08-20;1,59243502170646;1,08198233739509;2,19996775240645
"Burgenland";2020-08-21;1,52490418972153;1,04303333692511;2,0968397826918
"Burgenland";2020-08-22;1,64922595277721;1,1670904411313;2,21341860566335
"Burgenland";2020-08-23;1,48353374463099;1,04983677314739;1,99104385118735
"Burgenland";2020-08-24;1,37556995407546;0,97816470775583;1,83966499771628
"Burgenland";2020-08-25;1,29490177615415;0,925096813497378;1,72591902180634
"Burgenland";2020-08-26;1,3291967848222;0,965796418675193;1,74972799745808
"Burgenland";2020-08-27;1,30532196783152;0,955659736977368;1,70865341677376
"Burgenland";2020-08-28;1,44297647044981;1,08400833547739;1,85249599665926
"Burgenland";2020-08-29;1,42071484846708;1,076035552149;1,81254944950303
"Burgenland";2020-08-30;1,4303509281528;1,09664185484809;1,8077109989307
"Burgenland";2020-08-31;1,38352656193737;1,06777659168704;1,73955203205474
"Burgenland";2020-09-01;1,27937937064851;0,987397988191003;1,60860444982283
"Burgenland";2020-09-02;1,17749782372584;0,906816805069219;1,48299167286113
"Burgenland";2020-09-03;1,24125347090343;0,969429258887429;1,54616107193247
"Burgenland";2020-09-04;1,28644809637866;1,01524471986003;1,58927017542941
"Burgenland";2020-09-05;1,31955879223541;1,05102121229879;1,6181864117549
"Burgenland";2020-09-06;1,24696087350114;0,993197375265197;1,52915895325229
"Burgenland";2020-09-07;1,16574596468761;0,927152360903733;1,43124608921307
"Burgenland";2020-09-08;1,15501529378322;0,922585193313636;1,4131641439146
"Burgenland";2020-09-09;1,23151208761617;0,995187124231515;1,49263566173741
"Burgenland";2020-09-10;1,18483024650182;0,957463444797434;1,4360556399061
"Burgenland";2020-09-11;1,1995503158146;0,974935304995189;1,44710127570768
"Burgenland";2020-09-12;1,09491153207629;0,884799970582611;1,32707101753919
"Burgenland";2020-09-13;1,10616443610578;0,898037758446737;1,3356571427076
"Burgenland";2020-09-14;1,10137157440459;0,896119871438707;1,32747156948222
"Burgenland";2020-09-15;1,15337181338322;0,945216035023419;1,38193288121331
"Burgenland";2020-09-16;1,23042763416878;1,01759717723858;1,46316723279201
"Burgenland";2020-09-17;1,19856872042156;0,992087010098592;1,42427982182297
"Burgenland";2020-09-18;1,19069768214264;0,988802459656446;1,41107005574021
"Burgenland";2020-09-19;1,20956980078451;1,009857906522;1,42703374593342
"Burgenland";2020-09-20;1,16111002367503;0,969399316178092;1,36986157016416
"Burgenland";2020-09-21;1,3083640551903;1,10800443875425;1,52512935905876
"Burgenland";2020-09-22;1,26521967605467;1,07268446046223;1,47341230437322
"Burgenland";2020-09-23;1,24711462475883;1,06080149170771;1,44827898977571
"Burgenland";2020-09-24;1,20561018146201;1,0271051316502;1,39820645728822
"Burgenland";2020-09-25;1,24852199609644;1,07087612894546;1,43960033149631
"Burgenland";2020-09-26;1,22430812056489;1,05243775122931;1,40898672735279
"Burgenland";2020-09-27;1,16768445943753;1,00376301193595;1,34382176957586
"Burgenland";2020-09-28;1,22481234017071;1,06014237645279;1,40119606740568
"Burgenland";2020-09-29;1,14486291052857;0,98903386850422;1,31192465265346
"Burgenland";2020-09-30;1,20511130672144;1,04798155737326;1,37305655475296
"Burgenland";2020-10-01;1,19320069458501;1,03971455462421;1,35709944721018
"Burgenland";2020-10-02;1,18933424344385;1,03899628413902;1,34968216615081
"Burgenland";2020-10-03;1,16351190908941;1,01768460037951;1,31896085257121
"Burgenland";2020-10-04;1,04258170243479;0,907260821558633;1,18717160146805
"Burgenland";2020-10-05;1,15951508969839;1,01829798413125;1,30976851377435
"Burgenland";2020-10-06;1,16390265144458;1,02408533339119;1,31253658004979
"Burgenland";2020-10-07;1,20222016422109;1,06207287204817;1,35092669071188
"Burgenland";2020-10-08;1,18613377956949;1,04934799113633;1,33117804401741
"Burgenland";2020-10-09;1,24613599249427;1,10842952008804;1,39178856117113
"Burgenland";2020-10-10;1,28113515345273;1,14438897629321;1,42548733140076
"Burgenland";2020-10-11;1,12588889392337;1,00106193607214;1,25794384332485
"Burgenland";2020-10-12;1,20640346034897;1,07973801693873;1,33999253623249
"Burgenland";2020-10-13;1,13853337730586;1,01792311921554;1,26579873212423
"Burgenland";2020-10-14;1,14618961402968;1,02723954714613;1,27156208142348
"Burgenland";2020-10-15;1,15909468708224;1,04131926380204;1,2830888984946
"Burgenland";2020-10-16;1,24014950119029;1,12010778005658;1,36621375821982
"Burgenland";2020-10-17;1,2565412207365;1,1379825848402;1,38089026213643
"Burgenland";2020-10-18;1,13446571736959;1,02451633259536;1,24993856617351
"Burgenland";2020-10-19;1,13873738170708;1,03078037559887;1,25199349227278
"Burgenland";2020-10-20;1,13311796827884;1,02720503953561;1,24415286214642
"Burgenland";2020-10-21;1,17030208661083;1,06419615991062;1,28137786185731
"Burgenland";2020-10-22;1,23045730468977;1,12326418027488;1,34246554480121
"Burgenland";2020-10-23;1,27638748812157;1,16922625673068;1,38818001273795
"Burgenland";2020-10-24;1,44911374757724;1,33745411870977;1,56518615329177
"Burgenland";2020-10-25;1,35215633651801;1,24788546640026;1,46055136278804
"Burgenland";2020-10-26;1,5645102212401;1,45621815808128;1,67663094781142
"Burgenland";2020-10-27;1,6175081714037;1,51209538680878;1,72642244555597
"Burgenland";2020-10-28;1,63740130999143;1,53672965717895;1,74122170639695
"Burgenland";2020-10-29;1,60640928414748;1,51223430714718;1,70338871168758
"Burgenland";2020-10-30;1,56456943674383;1,47685512858923;1,65477835235565
"Burgenland";2020-10-31;1,62691245603332;1,54228853853427;1,71376465232569
"Burgenland";2020-11-01;1,5424053543158;1,46455631273369;1,62224190922465
"Burgenland";2020-11-02;1,53841743775704;1,46480940457129;1,61380453397828
"Burgenland";2020-11-03;1,52080128786022;1,45136783596109;1,59183426657247
"Burgenland";2020-11-04;1,46007721165646;1,39544144936702;1,52615571212688
"Burgenland";2020-11-05;1,4143556961539;1,35372808547053;1,47629275363312
"Burgenland";2020-11-06;1,339438836139;1,28299642401858;1,39707918060878
"Burgenland";2020-11-07;1,35337004439914;1,29879568333602;1,40905179950028
"Burgenland";2020-11-08;1,27011762758471;1,2191395881736;1,32212515662256
"Burgenland";2020-11-09;1,28084815169218;1,23127387909171;1,33138713554987
"Burgenland";2020-11-10;1,22624726432621;1,179164755498;1,27423854547551
"Burgenland";2020-11-11;1,15838718836426;1,11384111971621;1,20379443351718
"Burgenland";2020-11-12;1,14236682423051;1,09908786328197;1,18646982666236
"Burgenland";2020-11-13;1,05791654269004;1,01701894933598;1,09960904297188
"Burgenland";2020-11-14;1,0872356526257;1,04628405291185;1,12896237509096
"Burgenland";2020-11-15;1,03601727824204;0,996437609500023;1,07635700855087
"Burgenland";2020-11-16;0,976106761694491;0,93797278423673;1,01498992509365
"Burgenland";2020-11-17;0,97874977099912;0,94066501717494;1,017579700812
"Burgenland";2020-11-18;0,976740798829242;0,938673570350879;1,01555407254533
"Burgenland";2020-11-19;0,947502741578577;0,90993973580934;0,985814831716298
"Burgenland";2020-11-20;0,929971151291508;0,892621654612224;0,968075401845835
"Burgenland";2020-11-21;0,927283745679339;0,889770738989018;0,965560449818698
"Burgenland";2020-11-22;0,86293714492639;0,826497290791581;0,900152063627445
"Burgenland";2020-11-23;0,82662961497515;0,790589144693968;0,863462109728914
"Burgenland";2020-11-24;0,866007394470799;0,828539451949366;0,904292281289863
"Burgenland";2020-11-25;0,872253912426948;0,834013252740387;0,911339715303829
"Burgenland";2020-11-26;0,904393185118452;0,864813507880937;0,944846019611698
"Burgenland";2020-11-27;0,838431239097023;0,799800537551964;0,877960232850439
"Burgenland";2020-11-28;0,838863139435128;0,799638212090033;0,879014055581731
"Burgenland";2020-11-29;0,860771247348678;0,820346945937142;0,902154099670919
"Burgenland";2020-11-30;0,85690087146925;0,815863945696247;0,898930556240686
"Burgenland";2020-12-01;0,849978148493314;0,808409818550016;0,892573947939123
"Burgenland";2020-12-02;0,886636002169875;0,843437943517172;0,930897698122914
"Burgenland";2020-12-03;0,852208463695734;0,809195379008726;0,896319687515888
"Burgenland";2020-12-04;0,828289849755171;0,785221680375236;0,872491655551455
"Burgenland";2020-12-05;0,813520413690781;0,770090659176779;0,858124689568115
"Burgenland";2020-12-06;0,846012329104048;0,800831008405508;0,892416013047577
"Burgenland";2020-12-07;0,819480639970629;0,774136103220144;0,866097517280697
"Burgenland";2020-12-08;0,77373551968671;0,72880188956824;0,819994282202867
"Burgenland";2020-12-09;0,757413688254988;0,711945489643122;0,80426938532146
"Burgenland";2020-12-10;0,81295851744784;0,764591446792129;0,862787968837839
"Burgenland";2020-12-11;0,810739099231154;0,761188925508052;0,861829570897296
"Burgenland";2020-12-12;0,853716821977564;0,801617061197698;0,907433667236445
"Burgenland";2020-12-13;0,804727077790546;0,753089053503766;0,858053117371729
"Burgenland";2020-12-14;0,774431034173056;0,722726427993383;0,82789660383986
"Burgenland";2020-12-15;0,771887564034567;0,7190589748956;0,826562186445226
"Burgenland";2020-12-16;0,755470768901535;0,701870227933388;0,811015539285147
"Burgenland";2020-12-17;0,799901974958944;0,743186854872408;0,858672876754572
"Burgenland";2020-12-18;0,842409464347368;0,782600737741658;0,904389109352254
"Burgenland";2020-12-19;0,903955868986158;0,840493823959732;0,969694782522695
"Burgenland";2020-12-20;0,880130801179922;0,816397349450853;0,946225537716762
"Burgenland";2020-12-21;0,914574484642611;0,848621253134692;0,982960734109257
"Burgenland";2020-12-22;0,949824325998951;0,881749980928094;1,02039392528935
"Burgenland";2020-12-23;0,911597903084748;0,844311018078165;0,981427737011167
"Burgenland";2020-12-24;0,963340403259846;0,893532915816616;1,03573608245951
"Burgenland";2020-12-25;0,895715728051157;0,827966241253654;0,966091485155711
"Burgenland";2020-12-26;0,893984944805482;0,82574208323258;0,964898608869067
"Burgenland";2020-12-27;0,913071221905475;0,843371398251001;0,985498868783153
"Burgenland";2020-12-28;0,903898762073844;0,833806839565928;0,976779056109694
"Burgenland";2020-12-29;1,01583373040928;0,940635413216938;1,09388255831124
"Burgenland";2020-12-30;1,01977869352337;0,943957098642475;1,09848753063442
"Burgenland";2020-12-31;1,03343194108504;0,956986412885138;1,11277307265619
"Burgenland";2021-01-01;1,00731184899802;0,931974094578173;1,08553606195017
"Burgenland";2021-01-02;1,03987679834619;0,963451858179465;1,11917712225949
"Burgenland";2021-01-03;1,04793402310508;0,971408452241578;1,12731968304162
"Burgenland";2021-01-04;1,06815345640928;0,9911781236023;1,14796638420893
"Burgenland";2021-01-05;1,1214863035564;1,04300830924927;1,20277042233763
"Burgenland";2021-01-06;1,1016851364335;1,02459276393541;1,18153408795917
"Burgenland";2021-01-07;1,13105551285876;1,05374101975068;1,21106820622573
"Burgenland";2021-01-08;1,10930969115313;1,03366858654394;1,18758385648183
"Burgenland";2021-01-09;1,08062067887511;1,00689041070197;1,15691912942792
"Burgenland";2021-01-10;1,04135190479186;0,969769537220044;1,11544695806783
"Burgenland";2021-01-11;0,994933391496468;0,925535827141584;1,06680409267184
"Burgenland";2021-01-12;0,942026517954493;0,874785065119612;1,01172231714773
"Burgenland";2021-01-13;0,953480749600419;0,885741021504662;1,02368097794027
"Burgenland";2021-01-14;0,939307224903196;0,871802614764114;1,00929322511573
"Burgenland";2021-01-15;0,93438632046508;0,866676961330687;1,00460608086964
"Burgenland";2021-01-16;0,921779688919583;0,854082658344076;0,992021835498913
"Burgenland";2021-01-17;0,902392833403252;0,834902066029884;0,972469413200109
"Burgenland";2021-01-18;0,850136970437055;0,784055579403791;0,918853762199687
"Burgenland";2021-01-19;0,849536978469446;0,782638333692171;0,919139973352184
"Burgenland";2021-01-20;0,860654613224386;0,792258331847788;0,931842234073448
"Burgenland";2021-01-21;0,888489055372589;0,817821493395552;0,962043173692742
"Burgenland";2021-01-22;0,866308519483968;0,795474599025963;0,940120369242875
"Burgenland";2021-01-23;0,965889976342004;0,889891389019668;1,04495814454069
"Burgenland";2021-01-24;0,954579863528834;0,87820529023926;1,0340933958316
"Burgenland";2021-01-25;0,970591484046908;0,893001762808361;1,0513672848493
"Burgenland";2021-01-26;0,962049657319345;0,884414690936671;1,04290403125386
"Burgenland";2021-01-27;0,961944571747548;0,883980220341982;1,04315666570165
"Burgenland";2021-01-28;0,958187614396175;0,880049074764213;1,03960208311279
"Burgenland";2021-01-29;0,952981999519486;0,874712865682204;1,03455699696369
"Burgenland";2021-01-30;0,890248241903124;0,81428618811787;0,969549230754454
"Burgenland";2021-01-31;0,943939872088587;0,865058446643926;1,02621383402406
"Burgenland";2021-02-01;0,974843443801182;0,893977645610012;1,05916046316709
"Burgenland";2021-02-02;0,963249782237799;0,882378547003801;1,04761610985749
"Burgenland";2021-02-03;0,974423989972025;0,892691139020996;1,05968571886186
"Burgenland";2021-02-04;1,06281288693617;0,977046583585188;1,15213579239014
"Burgenland";2021-02-05;0,990778535712844;0,908059713904147;1,07705148983005
"Burgenland";2021-02-06;1,00508006231073;0,921858100683901;1,09184704066799
"Burgenland";2021-02-07;0,949491975669272;0,868709087425315;1,03381496920181
"Burgenland";2021-02-08;0,981148234926897;0,898851366960369;1,0669983326954
"Burgenland";2021-02-09;0,996372023561997;0,913186208668563;1,08313203578873
"Burgenland";2021-02-10;1,00436058702204;0,920662731224324;1,09164770299264
"Burgenland";2021-02-11;1,04217947348502;0,956813662621627;1,13114081802144
"Burgenland";2021-02-12;1,10156465561834;1,01387606813014;1,1928381957853
"Burgenland";2021-02-13;1,05514638751964;0,969851093912547;1,14398514750942
"Burgenland";2021-02-14;1,03277834579374;0,948999886740591;1,12004992404007
"Burgenland";2021-02-15;1,02466780003408;0,941692170481439;1,11109678502356
"Burgenland";2021-02-16;1,05985297745087;0,975767268908337;1,14736435023269
"Burgenland";2021-02-17;1,05928549346442;0,975593732081046;1,14637212197707
"Burgenland";2021-02-18;1,0989552828483;1,01414294328187;1,18712490612621
"Burgenland";2021-02-19;1,11871058509798;1,03377150125451;1,20695535100766
"Burgenland";2021-02-20;1,19664837381986;1,10963114779278;1,28690357856147
"Burgenland";2021-02-21;1,11963764058267;1,03675511373145;1,2056619602193
"Burgenland";2021-02-22;1,19138760485173;1,1071392640158;1,27868133496915
"Burgenland";2021-02-23;1,20594794342864;1,1225805101052;1,29225896247625
"Burgenland";2021-02-24;1,16735902908374;1,08691338062949;1,25063583170385
"Burgenland";2021-02-25;1,19204820608846;1,11227308030234;1,27454698446386
"Burgenland";2021-02-26;1,20752043631864;1,12873792163159;1,28892291045296
"Burgenland";2021-02-27;1,14448920874464;1,06935217434587;1,22214112914074
"Burgenland";2021-02-28;1,1982609971981;1,12275559977132;1,27618869837264
"Burgenland";2021-03-01;1,17360327088973;1,10026500477397;1,24927416637323
"Burgenland";2021-03-02;1,17258253426515;1,10063277237203;1,24677806810016
"Burgenland";2021-03-03;1,17091117723967;1,10031721897885;1,24366894846324
"Burgenland";2021-03-04;1,18172299445395;1,11206458432715;1,25346751340439
"Burgenland";2021-03-05;1,14924972619206;1,08181426470174;1,21869523933144
"Burgenland";2021-03-06;1,11968046816121;1,05427678991873;1,18702456518283
"Burgenland";2021-03-07;1,15434360396473;1,0889181984084;1,22165071738137
"Burgenland";2021-03-08;1,15752854672217;1,09298127527834;1,22390144832793
"Burgenland";2021-03-09;1,18937157873233;1,12495007403613;1,25556145578971
"Burgenland";2021-03-10;1,18124143981479;1,11815719567476;1,24603240390419
"Burgenland";2021-03-11;1,18440599786069;1,12239962004178;1,24805597204304
"Burgenland";2021-03-12;1,16805361040813;1,10764107590527;1,23004765819075
"Burgenland";2021-03-13;1,09770748944658;1,04023997792754;1,15669828609001
"Burgenland";2021-03-14;1,08871359329511;1,03234490744475;1,14655953581855
"Burgenland";2021-03-15;1,04998796962122;0,995294703964696;1,1061235084138
"Burgenland";2021-03-16;1,0348164911884;0,980990469356535;1,09005983552815
"Burgenland";2021-03-17;1,02328731411655;0,970079959973872;1,0778951873698
"Burgenland";2021-03-18;1,0407985166884;0,987343411339387;1,09564297427627
"Burgenland";2021-03-19;1,09644898733017;1,04176544549051;1,15251161986073
"Burgenland";2021-03-20;1,00208116353196;0,95016120159978;1,05536278278729
"Burgenland";2021-03-21;0,985735077563446;0,934498569154508;1,03831973528144
"Burgenland";2021-03-22;0,981873374934767;0,930819400491113;1,03427118742545
"Burgenland";2021-03-23;0,999542137964037;0,947990373448311;1,05243956116373
"Burgenland";2021-03-24;0,978697522012488;0,927644623832225;1,03109867873973
"Burgenland";2021-03-25;1,03931711415963;0,986611853589033;1,09337449511203
"Burgenland";2021-03-26;1,06822804903705;1,01481172196366;1,12299514615568
"Burgenland";2021-03-27;1,04569188010635;0,993054399255593;1,09966952597253
"Burgenland";2021-03-28;1,04730065873923;0,994896249634173;1,10103114566855
"Burgenland";2021-03-29;1,04030932069719;0,98835748957275;1,09357311567485
"Burgenland";2021-03-30;1,0293316962978;0,977911172876919;1,08205120417073
"Burgenland";2021-03-31;1,01534618707352;0,964490337048615;1,06749023777195
"Burgenland";2021-04-01;0,976193039783014;0,926486290078464;1,0271803408156
"Burgenland";2021-04-02;0,985336617341952;0,935419518756442;1,03653297359966
"Burgenland";2021-04-03;0,994299385309074;0,944097759511186;1,04578311795725
"Burgenland";2021-04-04;0,926897356742434;0,878389675881989;0,976690348489796
"Burgenland";2021-04-05;0,864920749012782;0,817908860800895;0,913227760790652
"Burgenland";2021-04-06;0,917773991601595;0,868888792028029;0,96797819709534
"Burgenland";2021-04-07;0,902532459642765;0,853533484376483;0,952879680630599
