"LetzteAktualisierung";"Datenstand";"Autor";"Zitat";"Lizenz";"Lizenzlink"
2021-06-02 11:38:57;"02.06.2021 07:00";"AGES Abteilung Infektionsepidemiologie und Surveillance und Institut für Statistik, Technische Universität Graz";"Quelle: AGES, TU Graz";"Creative Commons Namensnennung 4.0 International";"https://creativecommons.org/licenses/by/4.0/deed.de"
