"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-11-07;1,22064418403336;1,21165696594474;1,22966415105411
2020-11-08;1,1921004577964;1,18350275213324;1,20072885053763
2020-11-09;1,15323068295751;1,14501732811102;1,16147298515294
2020-11-10;1,14078529304213;1,13281611774124;1,14878201553167
2020-11-11;1,15095121568569;1,14311540984838;1,15881341682275
2020-11-12;1,13834060082929;1,13070711331721;1,14599941441805
2020-11-13;1,12101131130318;1,11358842864374;1,12845851103031
2020-11-14;1,087775821012;1,08059929855434;1,09497576738548
2020-11-15;1,04794961820532;1,04101381035665;1,05490813667625
2020-11-16;1,02234608074856;1,0155683395418;1,02914605248236
2020-11-17;1,01515846555749;1,00844524117372;1,02189365349641
2020-11-18;1,00270701003454;0,996056723693978;1,00937911789314
2020-11-19;0,982782177347454;0,976208346853609;0,989377763400803
2020-11-20;0,997040437829013;0,990414497411838;1,00368816354191
2020-11-21;0,99294757492569;0,98632672478435;0,999590266803966
2020-11-22;0,950935257791914;0,944449768186377;0,95744263274021
2020-11-23;0,924899386648354;0,918479851841071;0,931340968855963
2020-11-24;0,899418220485922;0,893035744571939;0,905823109139159
2020-11-25;0,887526534752348;0,881106648980068;0,893969402167713
2020-11-26;0,891492450868211;0,884956335354989;0,89805228288969
2020-11-27;0,910885882820686;0,904166480927868;0,917629816883664
2020-11-28;0,928083778183613;0,921194455572997;0,934998412100899
2020-11-29;0,902519024887875;0,895636534084944;0,909427494982507
2020-11-30;0,867804588049522;0,860967781740886;0,874668058733709
2020-12-01;0,860571490910245;0,853649109486933;0,867521440419966
2020-12-02;0,849979506682615;0,842959934818152;0,85702778249249
2020-12-03;0,844531085658592;0,837376486081044;0,851715699645696
2020-12-04;0,859469964936402;0,85207937856599;0,866892023668566
2020-12-05;0,907968275985732;0,900192460494649;0,915777068838451
2020-12-06;0,897488906601352;0,889608898283658;0,905403181089554
2020-12-07;0,866180368099641;0,858314911107323;0,874081204108327
2020-12-08;0,844262160216822;0,836359354166124;0,852201614406565
2020-12-09;0,829923422957571;0,821918555094809;0,837966546716911
2020-12-10;0,8478415674153;0,839547379933039;0,856175960885046
2020-12-11;0,87176696640628;0,863140685808195;0,880435545876053
2020-12-12;0,917846643184488;0,908790851426084;0,926946709939333
2020-12-13;0,929212771418642;0,919939771701561;0,938531630237924
